surf_car
50,04
37,71
119,4
67,58
46,78
19,15
23,69
17,34
56,2
59,6
44,71
62,38
49,61
55,76
80,48
26,52
29,33
45,08
72,72
35,18
25,61
32
69,45
78,84
37,09
65,39
47,48
26,1
40,92
26
67
56,5
38,5
42,7
16,7
0,4
59,66
21,2
43,36
56,81
43,33
32,8
15,42
24,64
28,5
66,45
59,9
54,99
18,04
28,56
23,66
121,56
30,72
32,97
28,61
30,74
30,59
33,5
30,52
51,85
63,2
23,08
86,49
36,44
28,96
26,42
49,06
100,11
89,03
43,44
119,95
25,1
49,55
26,62
28,79
18,63
14
16,99
68,23
21,48
16,9
101,99
54,25
26,78
27,06
34,97
18,45
39,3
35,51
52,24
14,33
49,21
39,2
30,34
28,32
99,04
30,2
80,25
72,25
19,23
56,45
18,02
32,83
48,23
34,04
36,26
69
45,5
13,69
68,75
34,31
68,35
114,78
30,76
78,45
64,25
118,14
133,44
96
28,32
93,6
79,48
19,88
43,48
90,1
19,11
24,92
16,54
172,21
36,11
46,34
17,05
131,09
53,84
31,2
106,78
86,82
23,13
78,01
38,29
45,51
33,27
81,04
26,51
73,71
22,24
44,01
25,75
66,41
68,39
154
81,26
54,03
34,81
48,02
27,57
44,15
82,1
34,65
37,1
53,08
13,55
60,77
22,2
95,59
26,41
60,32
42,14
88,1
69,7
104,48
44,49
26,55
76,2
26,67
38,1
265,26
80,6
22,08
44,36
56,1
55,11
49,73
20,77
64,63
72,8
42,24
44,77
91
42,9
51,15
78,87
15,24
220,02
271,58
22,75
35,87
131,19
110,6
50,32
33,33
63,6
19,39
9,82
51,5
185,05
60,13
45
55,86
90,53
80,27
34,93
44,12
6,67
15,9
26,2
34,39
115,22
37,98
80,71
109,5
77,62
41,24
62,5
50,04
89,66
32,6
66,35
91,17
56,89
89,5
44,11
33,04
26,05
18,69
34,33
36,55
38,58
40,75
53,19
61,35
74,62
56,19
98,18
38,82
14,35
41,36
150,36
18,18
18,81
32,24
164,4
89,27
86,05
64,2
69,59
52,32
75,25
57,1
35,02
114,02
58,27
142,86
34,02
59,25
26,75
56,05
51,15
27,03
22,24
140,7
35,5
68,6
73,07
53,37
83,52
109
125,28
53,72
41,51
60,34
25,49
74,41
17,55
36,22
28,89
56,32
33,53
27
73,43
16,8
39,79
69
41,01
54,49
41,27
23,04
27,08
43,08
55,32
38,78
47,35
26,08
65,28
288,59
21,83
50,01
35,53
117,5
36,4
26
42,26
85,71
38,03
91,41
84,01
23,74
18,74
32,47
67,18
99,84
16,13
31,43
52,8
47,5
96,39
107,24
55,44
91,23
41,01
99,18
67,08
46,81
29,41
20,6
72,3
29,02
64,61
61,8
136,68
75,47
36,54
29,72
44,39
27
100,56
30,05
17,04
20,85
34,51
68,36
68,43
31,61
20
28,71
48,52
21,55
17,25
44,36
98,81
15,85
24,3
46,69
66,48
15,85
71,85
137,53
55,77
67,6
42,7
20,18
66,3
21,01
42,01
88,56
24,7
36,43
112,42
31,18
104,93
46,03
76,15
89,07
77,11
104,93
28,34
82,41
59,27
61,06
157,49
70,42
54,75
69,16
17,08
50,17
59,55
80,69
66,62
57,81
45,01
23,4
40,74
73,6
77,09
43,68
13,71
41,39
43,5
73,09
73,67
26,5
102,4
20,41
35,16
55,39
76,55
34,49
42,12
29,31
104,68
23,61
99,54
84,63
86
80,62
78,41
27,01
42,23
23,13
39,45
16,41
64,04
73,61
95,07
19,51
36,04
42,07
150
75,37
58,1
75,41
60,26
38,7
25,68
23,11
44,29
22,96
36,73
80,13
75,71
54,44
23,32
54,27
25,13
24,16
51,18
41,09
95,69
57,92
31,03
22,01
171,05
18,29
35,3
72,05
47,59
60,79
82,52
52,19
38,46
32,2
49,04
71,59
55,1
54,06
26,14
22,49
46,48
80,18
54,09
74,96
93,3
49,76
20,5
49,41
79,8
68,95
62,93
30,63
62,98
32
76,92
52,22
9,81
63,45
68,02
26,2
50,12
35,8
32,03
21,01
78,01
38,69
26,02
51,39
54,22
29,16
54,34
83,72
27,8
29,82
88,39
49,42
98,5
29
47,42
33,63
44,05
46,66
36,8
38
34,66
16,65
61,17
42,84
56,01
23,92
25,8
39,97
77,15
31,95
34,63
25,85
42,41
72,95
30,1
27,31
103,21
69,82
40,2
17,13
29,29
16,2
27,01
130,6
74,71
49,06
67,34
79,07
15,41
41,88
28,95
51,35
32,73
30,7
39,04
53,12
26,4
59,21
61,04
67,3
71,3
23,2
67,3
27,5
32,18
67,78
42,61
76,24
18,92
22,16
25,23
41,56
72,6
107,35
27,9
23,63
70,18
46,2
28,28
95,85
26,45
31,76
21,64
30,26
23,05
36,67
24,35
113,1
34,3
15,94
21,02
31,27
33,24
40,25
39,91
60,3
37,25
44,88
48,03
52,5
40,42
63,42
47,03
39,32
31,81
115,42
37,6
23,53
86,46
24,74
56,5
70,56
35,02
38,57
38,77
86,65
36,54
55,65
47,38
34,39
39,51
38,71
77,6
28,02
28,33
27,62
19,05
51,16
27,83
36,34
41,14
96,83
16,64
35,48
67,21
39,51
32,84
21,79
51,21
63,27
22,89
77,58
33,88
28,26
56,95
41,66
22,08
25,27
39,66
27,84
29,7
27,91
51,68
35,28
47,63
59,6
88,88
129,61
25,01
43,65
25,6
55,07
36,38
76,05
93,22
47,27
58,56
57,3
22,4
71,13
107,56
20,56
25,31
51,6
22,62
31,06
27,3
21,22
99,89
138,33
29,02
37,86
23,4
30,93
20,19
84
27,24
62,56
35,03
43,41
72,01
56,95
11,5
42,13
19,3
33,56
83,55
59,16
39,66
39,7
33,57
29,32
26,77
56,05
34,46
63,15
43,42
50,85
22,71
50,15
71,56
52,73
24,58
26,3
43,3
28,01
21,43
35,4
28,63
86,78
43,89
58,53
35,25
62,9
43,65
34,11
70,64
84,37
22,89
32,1
22,42
30,01
116,57
60,42
88,05
21,82
59,18
15,97
42,1
80,25
28,35
35,71
43,2
31,08
87,01
102,75
57,45
75,81
57,72
30,03
22,67
26,65
21,5
43
21,46
59,85
32,98
178,86
17,74
57,37
67,8
44,9
39,86
53,65
48,2
38,75
16,38
75,05
51,44
79,11
21,2
36,48
79,78
79,45
83,28
52,06
57,01
28,34
58,36
24,96
96,58
20,7
46,05
15,72
57,75
46,02
20,85
69,47
44,05
52,6
22,05
65,67
41,77
49,23
53,62
26,61
14,53
86,14
31,91
85,15
30,38
65,39
18,63
62,41
27,34
31,06
45,93
24,45
63,51
51,41
79,2
82,67
83,05
29,47
61,45
36,09
59,41
25,34
60,48
21,04
36,16
40,56
44
43,76
45,21
46,49
36,09
70,08
50,01
107,52
84,5
168,51
39,04
70
54,33
29,51
29,63
17,95
40,1
51
44,06
35,56
69,4
20
78,65
20,8
46,24
32,03
43,62
22,36
82,59
88,94
37,14
36,09
25,75
20,41
65,48
73,34
27,33
32,2
93
93
16,72
19,32
20,19
92,51
28,25
49,11
14,97
65,85
26,48
33,39
51,07
22,2
26,87
83,15
68,06
106,76
48,39
69,51
28,95
48,02
56
54
56,27
29,07
100,21
48,68
22,47
37,66
39,11
54,26
66,2
55,35
51,24
66,34
67,71
27,59
51,17
35,76
24,85
73,59
172,57
106,63
92,64
47,08
90,45
67,94
88,65
83,7
45,52
37,9
43,68
38,69
97,04
42,57
87,39
66,52
85,83
105,55
51,49
29,3
44,61
88,76
16,7
39,73
44,51
59,2
66,01
28,08
77,78
44,69
60,92
59,03
144,58
32,15
55,92
27,35
116,59
39,33
27
29,42
53,23
31,4
51,6
96,43
42,42
85,35
65,23
19,3
95,21
33,39
20,64
34,55
64,05
30,97
90,31
68,09
96,45
28,29
46,76
23,5
26,88
72,8
46,58
87,15
23,15
31,31
45,42
77,09
68,12
72,22
62,31
107,33
34,1
3,27
41
29,08
84,29
27,63
115,11
37,02
69,28
54,32
26,58
26,67
56,26
38,01
36,4
66,65
55,74
201,3
36,27
50,03
33,22
29,75
60,81
23,79
120,32
23,1
19,31
103,6
51,23
68,58
93,24
70,15
82,92
60
80,72
50,4
266,84
55,91
71,44
117,34
55,43
53,77
35,32
65,75
22,15
60,8
46,02
79,58
52,1
32,46
63,7
36,58
39,66
39,86
30,04
70,3
43,91
46,06
16,17
15,38
15,57
80,05
59,36
78,03
36,93
39,73
77,39
72,05
81,23
40,01
52,05
45,55
21,26
110,17
45,94
17,28
57,3
81,46
25,56
78,43
73,78
63,87
29,58
51,01
57,88
77,52
57,12
44,66
21,89
65,02
84,71
37,49
70,31
46,37
83,78
57,26
20,2
28,6
72,07
75,05
23,54
101,01
68,32
67,62
41,14
71,28
19,31
60,4
74,03
63,53
25,31
65,59
28,01
64,66
41,64
34,65
54,95
20,89
43,7
84,14
57,03
22,54
38,96
48,74
49,02
36,56
30,28
48,2
48,8
56,71
82,46
69,6
66,46
44,79
113,23
26,71
35,07
62,29
52,25
36,39
68,61
47,78
84,62
25,18
31,11
52,02
62,16
67,52
57,65
59,44
25,22
49,82
25,46
19,42
20,35
30,16
24,48
52,93
53,15
22,92
41,98
24,56
24,24
50,02
62,64
12,86
169,5
38,2
37,05
58,89
86,15
55,2
16,16
62,15
47,35
70,42
39,48
115,58
57,83
38,04
33,05
40,48
32,01
25,6
77,33
78,03
86,13
20,2
65,56
79,55
87,05
81,71
38,22
67,12
35,19
59,01
75,36
51,36
33,14
33,51
31,84
78,65
19,17
83,6
128,91
21,08
23,6
52,06
24,57
40,62
83,77
27,54
17,67
70,98
185,96
23,02
164,63
60,27
26,8
81,4
39,15
53,02
25,02
36,66
41,3
15,76
54,42
70,07
12,84
24,01
34
20,82
55,58
56,05
78,47
56,21
29,37
61,57
80,43
88,42
96,19
30,72
31,21
67,99
25,68
66,12
83,21
40,33
34,94
78,06
36,6
42,1
23,32
55,77
27,5
113,74
54,89
47,71
31,31
41,66
28,77
36,15
32,08
88,84
35,95
44,65
26,02
25,39
34,81
41,88
43,98
33,15
86,01
53,01
17,41
26,5
66,84
109,32
65,43
34,11
20,77
35,43
90,76
58,08
51,26
68,82
44,7
69,26
59,74
29,03
35,5
32,72
31,55
116,49
21,1
23,1
42,6
109,55
91,8
110,5
63,25
19,9
72,1
29,04
53,72
55,04
28,22
54,8
27,7
30,27
32,96
76,16
65,06
27,51
103,92
66,02
100,55
26,71
87,46
51,7
45,03
64,82
27,24
49,91
57,21
26,45
31,99
101,7
58,42
123
33,3
55,52
81,13
29,39
25,19
27,4
18,8
28,56
73,37
35,14
134,15
90,25
21,14
31,16
26,58
50,1
22,28
25,23
29,45
31,02
63,66
89,63
51,72
49,67
36,32
20,4
31,03
78,21
83,62
76,25
100,01
31,45
112,69
31,8
30,25
52,28
63,05
130,09
18,5
65,31
98,56
55,01
36,78
64,52
46,6
21,29
122,85
23,03
108,22
68,2
76,51
21,77
14,32
36,58
73,38
87,13
47,52
77,42
51,58
31,35
42,65
34,21
42,04
14,01
25,1
74,76
142,62
41,07
20,71
105,41
22,36
54,02
65,76
25,53
42,05
35,49
79,8
58,6
27,32
41,23
23,98
73,76
49,03
22,02
71,18
69,52
28,52
53,5
25,03
52,2
75,4
29,45
83,86
29,57
127,71
40,28
36
31,57
85
67,01
33,25
50,79
145,15
34,65
27,11
79,47
18,5
109,3
73,53
22,52
29,96
68,46
64,5
57,02
83,32
32,83
23,29
99,14
92,4
35,24
87,17
40,42
39,95
114,6
84,6
27,61
112,52
20,34
28,19
82,3
29,43
35,2
83,4
46,55
59,1
49,7
85,93
69,46
28,27
28,52
59,05
110
61,78
73,48
71,18
41,9
20,13
81,33
52,8
35,73
90,9
64,12
58,85
43,9
23,24
143
35,12
99,57
83,09
78,16
93,04
36,36
89,8
28,02
74,4
33,01
143,9
88,79
54,23
15,24
21,89
28,8
54,67
107,21
35,26
32,2
74,57
92,92
62,4
79,26
81,1
39,07
35,02
80,74
69,24
50,9
69,89
55,74
80,67
45,53
87,6
54,51
60,11
45,01
76,22
70,27
31,41
102,62
55,54
54,95
79,02
96,75
58,13
79,1
82,44
119,42
32,41
98,72
134,78
93,1
57,17
39
75,81
83,6
75,33
48,37
54,2
65,17
50,3
70,72
67,98
70,24
56,57
115
63,6
77,44
47,48
56,49
52,93
48,39
94,19
17,85
68,46
20,86
46,22
16,56
17,85
48,46
50,84
52,26
114,55
79,12
54,96
70,85
48,04
34,82
65,07
8,5
25,72
42,4
41,28
87,45
38,01
31,27
6,2
49,33
50
73,46
82,4
10,65
95,54
74,8
72,9
88,17
89,48
73,13
36,79
95,57
67,38
43,51
98,17
113,9
54,36
32,05
37,6
64,64
84,25
23,14
55,5
43,64
48,98
75,19
67,09
81,5
37,45
139,01
178,28
72,3
39,11
27,07
73,93
81,83
111,89
8
92
124,59
54,62
34,64
133,5
32,36
45,96
68,69
76,97
39,66
39
28,37
66,73
62,62
52,01
76,89
54,04
21,82
78,75
47,88
27,3
63,58
55,5
35,63
50,75
68,03
50
26,48
55,44
49,89
18,5
65,35
32,34
52,98
32,04
47,32
44,63
74,58
53,47
45,63
73,3
110
65
17,8
17,9
50
72,84
71,4
34,15
94,67
15,85
68,18
65
61,66
65,39
79,07
27,4
61,16
71,5
36,95
74,19
82
66,31
58,75
36,15
44,32
88,02
23,25
121,43
84,64
104,59
77,73
91,22
26,18
28,17
75,07
28
45,88
21,08
54,15
66,47
73,98
102,65
14,41
81,49
41,94
56
43,22
79,74
55,14
60,91
41,26
76,6
123,34
45,7
42,64
62,97
127,01
70
204,91
101,89
53,78
26,84
30,5
138,04
50,08
68,66
67,55
82,41
110,97
49,8
66,08
91,59
77,3
119,77
27,63
71
68,78
36,3
62,07
105,62
70,56
53,29
21,22
65,14
45,4
214,88
43,27
49,58
33,81
231,65
41
82
73
38,02
28,45
90,81
41,1
56,29
66,63
54,89
51,79
69,94
30,16
43,15
42,13
68,14
52,65
26,18
26,13
23,33
56,29
64,96
35,41
43,52
28,28
92,08
25,76
52,19
52,74
56,8
36,4
64,07
48,34
26,87
65,02
67,29
65,73
62,1
12,37
68,87
72,93
56,41
71,1
60,61
47,7
64,78
56,65
51,79
100,19
82,68
63,2
65,64
105,19
70,54
51,84
22,41
100,8
35,6
66,06
97,81
91,2
65,29
4
42,9
62,18
46,28
71,72
71,94
71,12
101,6
36,62
56,38
89,76
76,87
153,14
94,2
60,97
37,23
38,3
13,78
42,69
21,85
35,43
28,8
67,44
56,74
108
58,04
24,32
34,5
54,42
55
60,03
62,37
37,12
33,08
21,51
23,89
38,95
46,47
28,7
24,61
36,54
35,63
56,01
24,52
30,18
42,31
22,15
27,76
111,96
58,01
21,69
37,6
18,16
66,74
22,01
34,77
64,23
61,57
50,31
33,69
18,36
32,53
60
24,3
56,98
17,26
65,15
29,54
34,34
37,38
37,57
66,4
42,46
20,18
50,37
28,45
49,29
51,09
20,13
20,23
40,84
67,44
31,21
31,53
24,18
40,12
37,26
37,44
25,35
27,93
26,23
93,45
21,02
26,31
24
50,29
53,81
43,51
14,88
30,43
16,98
16,49
26,57
25,88
34,61
74,36
25,65
25,75
17,37
60,47
31,98
29,43
31,53
25,78
19,2
68,53
37,36
16,49
30,93
37,26
22,12
27,22
101,41
33,24
85,35
47,52
25,71
76,2
28,1
51,02
22,06
21,01
44,8
25,95
49,13
36,45
18,94
38,23
27,2
27
44,81
53,85
18,5
18,33
30,25
27,29
42,91
35,53
27,41
23,22
40,66
37,79
29,67
40,11
72,88
44,31
57,98
45,15
31,43
37,22
25,04
45,81
94,56
82,81
32,07
62,16
31,64
17,04
37,51
39,58
34,82
22,66
57,55
34,05
27,7
22,46
25,87
49,91
74,58
43,65
34,7
57,55
50,96
24,17
60,63
36,53
25,85
32,91
55,02
26,08
47,38
84,22
72,97
17,04
78,82
37,58
22,05
31,75
18,93
27,37
60,74
69,63
35,37
22,29
27,25
45,3
24,64
34,8
26,18
61,21
44,26
81,18
26,7
24,49
27,17
27,95
26,72
22,21
25,02
24,21
62,61
90,72
38,15
38,22
12
58,08
23,41
44,26
56,65
18,57
98,05
53,34
19,43
51,7
17,32
36,32
25,43
26,95
41,19
38,74
34,53
86,04
27,65
34,38
42,8
35,62
54,85
30,65
45,97
26,14
54,74
48,33
54,05
20,11
58,43
42,2
54,33
38,26
31,12
30,29
43,57
21,32
34,29
26,76
30,23
23,58
44,7
52,72
35,02
66,06
44,17
42,7
78,82
23,62
41,02
56,94
23,11
34,89
38,5
107,06
74,52
75,1
21,85
71,85
23,21
41,06
40,01
37,79
21,2
46,95
21,41
24,64
26,85
34,45
37,82
24,54
76,8
80,3
21,92
49,33
24,92
22,39
34,02
26,03
41,62
44,07
41,02
66
33,55
26,98
19,05
58,06
67,95
25,03
87,94
33,24
14,36
25,27
39,37
30,21
78,02
24,12
37,8
47,93
60
85,58
60,41
24,44
20,75
67,86
84,67
51,66
28,4
35,27
48,24
47,9
39,85
140,1
77,01
16,87
125,85
143,16
25,77
90,06
20,37
68,8
20,2
38,54
52,91
33,51
29,86
55,7
74,13
53,66
104,51
59,66
65,71
29,22
28,01
85,19
32,46
20,96
54,33
21,97
14,23
33,46
24,34
76
21,3
47,75
48,58
45,1
50,57
102,62
62,24
88,3
82,41
31,52
58,25
68
1291,44
40,84
43,82
47,51
36,39
44,8
39,02
115,49
52
35,84
132,39
35
77,69
39,78
76,74
47,59
114,69
25,25
28,01
39,4
54
46,69
39,75
27,86
43,28
73,85
68,99
38,69
26,58
256,55
25,27
30,58
49,81
50,44
36,18
34,43
82,94
83,5
18,81
73,05
121,4
35,4
54,84
65,45
48,82
39,6
35,97
35,97
50,16
18,05
35,41
53,3
37,89
54,62
51,41
42,52
47,47
30,07
82,95
36,31
35,12
38,86
115,01
65,04
29,91
58,71
69,09
49,63
63
61,56
28,54
27,29
102,2
62,12
71,65
27,12
55,49
38,43
64,64
19,18
42,96
56,78
29,73
38,09
16,61
20,1
25,84
41,21
48,84
46,36
63,67
52,16
65,14
62,4
34,92
44,01
85,02
59,71
39,56
27,77
44,87
23,73
73,31
63,74
46,3
61,15
64,16
68,24
61,63
51,52
37,49
73,87
44,45
75,1
27,51
43,6
19,51
26,23
81,78
65,92
33
86,46
54
61,45
35,8
17,76
66,11
80,08
67,4
40,04
30,83
56,14
57,08
38,48
87,84
27,72
37
34,75
52,12
19,04
36,18
37,73
35,85
103,12
100,24
22,99
51,69
54,99
50,93
82,76
21,43
46,54
63,19
60,49
19,26
28,43
27,7
52,54
42,29
74,64
65,58
47,09
102,15
63,07
62,64
38,3
45,19
84,43
71,22
21,23
32,06
53,36
39
47
23,2
16,29
27,65
58,42
78,72
40
51,82
22,8
33,77
21,8
80,04
75,02
59,94
28,06
22,59
64,1
53,77
49,19
38,1
31,05
45,12
22,7
46,81
52,02
64,28
38,79
27,53
17,2
36,47
18,4
48,91
82,26
62,78
57,61
21,23
61,7
68,77
54,11
32,03
40,61
83,47
66,72
61,87
48,19
30,86
20,19
16,19
26,85
41,03
43,28
39,31
64
55,63
45,44
29,45
28,43
59,15
39,54
96,2
70,04
38,3
55,85
46,93
83,04
66,95
96,61
73,91
56,07
34
72,01
73,65
76,86
31,22
36,96
29,23
44
66,48
52,47
45,9
59,03
57,44
69,09
49,9
65,57
105,94
51,37
54,36
58,13
54,1
18,6
38
101,98
47,04
35,77
63,8
91,58
76,2
27,3
22,71
112,09
22,8
27,65
24,89
61,52
68,89
40,03
48,14
23,07
34,36
51,01
64,45
55,05
57,46
37,32
81,92
81,7
89,13
61,96
41,78
61,25
90,66
39,8
64,28
60,15
39,47
36,4
38,98
39,88
57,46
60,45
41,71
27,56
52,73
18,48
62,8
30,89
37,43
68,45
44,57
61,27
55,59
69,46
70,72
44,85
30,08
33,97
48,09
40,22
29,71
30,81
49,13
100,33
66,01
31,13
84,09
29,76
41,23
30,85
72,45
22,58
52,71
60,16
41,6
27
21,68
54,85
31,3
29,81
61,71
57,58
64,7
61,07
18,8
28,4
74,32
39,27
20,97
58,15
17,8
54,89
111,38
57,21
38,31
42,33
56,62
34,54
73,59
75,92
31
77,79
63,79
42
41,77
88,49
41,04
35,1
29
18,72
47,62
29,69
38,8
173,96
56,33
67,72
34,84
27,07
45,51
61,73
78,14
38,38
68
67,82
109,35
37,89
38,6
30,86
49,38
95,1
33,69
64,53
51,54
47,33
64,23
76,15
17,1
53,09
36,8
22,23
58
69,32
55
34,41
85,37
103,14
50,43
27,15
53,45
29,29
51,43
68,78
71,56
35,55
64,3
21,12
23,07
115,53
68,81
27,9
43,72
20,45
38,43
72,36
50,32
70,84
82,72
69,87
55,63
104,5
161,39
31,55
25,31
46,77
126,78
40,23
31,97
68,69
38,07
50,18
72,54
32,44
25,88
76,53
48,8
92,99
72,09
56,32
51,71
159,54
82,08
67,16
68,45
51,17
70,67
31,28
49,52
80,28
65,98
77,37
85,11
105,47
120,43
66,44
92,88
93,93
21,19
53,56
31,65
31,33
58,26
47,66
35,58
25,02
36,6
63,64
56,1
58,36
66,06
110,3
65,97
53,36
55,3
109,3
55,13
57,99
52,17
92,03
35,22
31,31
27,9
38,54
69,9
61,93
32,85
73,21
33,29
34,37
48,04
93,52
50,37
43,16
103,8
65,06
37,74
76,82
60,6
113,8
51,21
84
32,71
34,9
84,5
41
43,51
85,2
56,75
42,66
40,4
28,34
21,76
84,44
78,08
52,3
67,96
88,47
101,76
97,95
78,07
29,81
22,33
50,8
66,1
68,26
66,74
52,02
89,43
31
81,71
72,41
68,37
72,28
53,63
35,91
85,02
54,12
35,22
90,67
36,56
55,49
76,15
75,93
56,96
86,93
45,2
72,88
95,78
28,86
67,72
29
93,12
31,67
66,86
116,77
21,48
51,9
83,7
24,3
33,37
56,03
85,15
90,74
70,86
28,22
76,45
51,29
74,1
61,1
20,78
33,74
40,97
29,93
71,1
57,9
35,55
90,01
27,79
53,1
22,04
75,72
47,98
55,36
14,55
87,74
30,47
46,02
35,7
36,21
62,2
30,3
46,12
33,54
70,64
40,1
121,66
23,84
63,75
74,25
27,3
55,31
31
43,27
49,95
77,44
108,84
27,24
67,87
63,59
37,59
29,01
18,48
61,77
60,9
66,92
62,99
75,47
137,39
50,97
79,05
66,08
49,11
56,13
40,64
57,93
67,73
49,68
22,13
36,18
40,53
53,81
37,18
41,78
97,2
113,51
122,51
63,86
58,66
56,1
81,84
59,5
48,31
105,11
58,03
44,71
65,31
58,87
74,85
41,13
19,9
52
102,42
117,64
37,68
26,8
63,3
55,81
87,65
25,98
56,04
30,6
64,09
25,14
48,04
105,3
125,78
82,97
85,18
53,38
79,37
59,92
89,12
92,64
49,85
69,25
58,19
64,95
58,58
81,85
39,22
91,17
68,93
97,86
50,81
69,09
91,06
27,11
76,37
53,66
67,2
65,72
76,56
95,65
67,19
95,25
48,97
52,82
80,67
107,3
76,28
63,98
41,1
44,2
53,23
66
89,58
79,1
57,41
68,4
88,2
78,01
74,35
61,23
32,49
60,46
39,57
67,1
61,26
21,2
60,13
18,09
73,65
32,84
38,99
53,85
65
71,9
66,67
38,6
27,53
69,61
65
45,93
82,98
35,8
62,2
64,21
33,35
68,5
53,57
92,09
48,89
36,1
54,46
51,84
63,49
58,67
95,67
76,3
53,01
157,62
67,14
77,3
64,45
61,05
72,26
58,27
99,1
59,65
27,62
25,03
80
42
18,3
64
31,05
93,8
78,28
43,6
40,08
55,95
57,4
82,1
76,48
68,4
35,46
57,48
73,69
39,82
80,56
27,1
69,15
46,22
52,76
92,07
46,07
80,33
87,24
67,51
79,74
71,41
67,9
61,8
46,85
27,05
58,01
65,5
19,85
62,43
47,5
67,78
64,59
66,09
145,2
74,94
50,01
80,67
57,05
62,04
60,74
19,76
85,44
48,81
54,8
21,92
37
80,67
45,35
59,72
79,5
40,44
65,67
131,55
80,78
75,6
54,1
20,04
64,72
58,17
67,92
108,52
89,08
91,74
40,39
64,88
61,15
71,13
91,77
62,51
39,46
44,07
40,17
84,9
64,78
38,5
62,94
73,5
33,49
65,9
59,97
50,1
54,24
54,72
67
28,76
72,66
131,01
48,19
66,87
59,01
84,64
97,54
23,32
85,55
56,27
39,82
56,12
70,2
35,5
44,39
67,33
51,67
158,85
69,37
43,32
88,13
73,86
56,11
52,15
45,02
34,16
69,8
68,39
85,46
62,42
65,86
74,34
92
38,6
158,37
26,9
60,95
51,24
111,8
73,18
34,83
99,1
40,28
19,6
26,44
30,02
50,38
105,37
29,35
59,19
50,99
30,23
95,51
39,76
53,89
62,58
48,93
49,23
61,92
32,12
100,6
71,08
53,74
12,44
41,07
98,23
31,48
36,23
24,82
20,92
90
32,77
17,79
30,09
53,76
52,82
29,38
27
42,17
18,89
41,53
30,38
47,05
33,09
30,94
28,89
66,36
41,78
71,54
29,02
36,27
27,56
23,24
22,56
36
50,83
38,2
20,65
24,23
48,35
37,28
40,54
27,57
23,78
57,29
27,73
51,05
54,49
50,29
24,14
23,67
25,96
35,67
48
55,88
21,45
42,31
35,55
101,33
31,53
98,39
25,61
23,53
76,49
26,63
18,8
24,57
33,82
14,73
73,7
40,23
26,33
22,34
28,12
29,67
62,69
37,86
52,13
46,64
42,66
25,33
27,03
42,41
34,53
29,26
24,9
94,51
38,25
26,09
58,35
230,23
23,67
29,34
30,96
26,61
23,71
33,11
48,54
26,02
29,53
35,4
40,87
41,76
45,81
85,2
77,9
31,57
81
36,38
44,67
31,96
48,14
46,94
32,74
30,37
30,38
24,16
24,43
27,89
24,28
42,84
21,18
68,34
19
31,01
80,78
28,4
75,97
